Date,Region,Local_Authority,Total_Parcels,Children_Parcels,Adult_Parcels,Referral_Source,Deprivation_Decile
2024-05-01,North East,Durham,953,310,643,School/College,3
2024-05-01,North West,Manchester,568,252,316,Social Services,1
2024-05-01,North West,Liverpool,796,357,439,Jobcentre Plus,3
2024-05-01,North West,Preston,412,142,270,Social Services,1
2024-05-01,North West,Blackpool,1258,525,733,School/College,4
2024-05-01,Yorkshire,Leeds,430,167,263,,2
2024-05-01,Yorkshire,Sheffield,842,272,570,Social Services,4
2024-05-01,Yorkshire,Bradford,1130,439,691,Social Services,4
2024-05-01,Yorkshire,Hull,618,243,375,Jobcentre Plus,2
2024-05-01,West Midlands,Birmingham,1017,447,570,Social Services,5
2024-05-01,West Midlands,Coventry,1040,336,704,School/College,2
2024-05-01,West Midlands,Wolverhampton,342,148,194,Social Services,2
2024-05-01,West Midlands,Stoke,983,417,566,School/College,4
2024-05-01,East Midlands,Nottingham,564,201,363,Housing Services,4
2024-05-01,East Midlands,Leicester,418,145,273,Jobcentre Plus,5
2024-05-01,East Midlands,Derby,594,233,361,School/College,3
2024-05-01,East Midlands,Lincoln,796,284,512,Jobcentre Plus,6
2024-05-01,East,Norwich,818,303,515,Jobcentre Plus,6
2024-05-01,East,Peterborough,889,279,610,Jobcentre Plus,7
2024-05-01,East,Ipswich,340,126,214,Other Agency,8
2024-05-01,East,Cambridge,919,318,601,Jobcentre Plus,7
2024-05-01,London,Tower Hamlets,930,351,579,Jobcentre Plus,4
2024-05-01,London,Newham,941,316,625,Citizens Advice,3
2024-05-01,London,Hackney,1171,427,744,Social Services,4
2024-05-01,London,Lambeth,942,374,568,School/College,5
2024-05-01,South East,Brighton,791,326,465,Jobcentre Plus,6
2024-05-01,South East,Portsmouth,453,199,254,,6
2024-05-01,South East,Reading,864,349,515,Jobcentre Plus,5
2024-05-01,South East,Southampton,441,181,260,Other Agency,8
2024-05-01,South West,Bristol,355,127,228,Health Services,4
2024-05-01,South West,Plymouth,808,293,515,Social Services,7
2024-05-01,South West,Exeter,335,115,220,School/College,6
2024-05-01,South West,Gloucester,787,342,445,School/College,5
2024-05-01,Wales,Cardiff,1051,377,674,Citizens Advice,4
2024-05-01,Wales,Swansea,895,323,572,Housing Services,2
2024-05-01,Wales,Newport,1137,391,746,Self Referral,5
2024-05-01,Wales,Wrexham,958,327,631,Social Services,2
2024-05-01,Scotland,Glasgow,657,288,369,Social Services,5
2024-05-01,Scotland,Edinburgh,867,316,551,Social Services,4
2024-05-01,Scotland,Aberdeen,938,340,598,Social Services,3
2024-05-01,Scotland,Dundee,714,233,481,Jobcentre Plus,5
2024-06-01,North East,Newcastle,834,323,511,Jobcentre Plus,2
2024-06-01,North East,Sunderland,632,190,442,Jobcentre Plus,4
2024-06-01,North East,Middlesbrough,436,144,292,Jobcentre Plus,1
2024-06-01,North East,Durham,500,165,335,Health Services,1
2024-06-01,North West,Manchester,780,251,529,Jobcentre Plus,1
2024-06-01,North West,Liverpool,605,201,404,School/College,3
2024-06-01,North West,Preston,758,279,479,Jobcentre Plus,2
2024-06-01,North West,Blackpool,1538,686,852,Jobcentre Plus,2
2024-06-01,Yorkshire,Leeds,1157,367,790,Social Services,2
2024-06-01,Yorkshire,Sheffield,675,244,431,Social Services,4
2024-06-01,Yorkshire,Bradford,1169,433,736,Jobcentre Plus,5
2024-06-01,Yorkshire,Hull,1024,348,676,Self Referral,2
2024-06-01,West Midlands,Birmingham,916,276,640,Citizens Advice,5
2024-06-01,West Midlands,Coventry,875,308,567,Citizens Advice,4
2024-06-01,West Midlands,Wolverhampton,1482,510,972,Self Referral,5
2024-06-01,West Midlands,Stoke,400,143,257,Jobcentre Plus,4
2024-06-01,East Midlands,Nottingham,825,350,475,Citizens Advice,3
2024-06-01,East Midlands,Leicester,711,213,498,Citizens Advice,5
2024-06-01,East Midlands,Derby,772,321,451,School/College,4
2024-06-01,East Midlands,Lincoln,720,307,413,School/College,4
2024-06-01,East,Norwich,691,210,481,Jobcentre Plus,8
2024-06-01,East,Peterborough,307,113,194,Citizens Advice,6
2024-06-01,East,Ipswich,329,135,194,Jobcentre Plus,5
2024-06-01,East,Cambridge,921,390,531,Jobcentre Plus,8
2024-06-01,London,Tower Hamlets,1234,540,694,Social Services,4
2024-06-01,London,Newham,342,117,225,School/College,6
2024-06-01,London,Hackney,929,414,515,Social Services,5
2024-06-01,London,Lambeth,642,268,374,School/College,3
2024-06-01,South East,Brighton,506,226,280,Social Services,5
2024-06-01,South East,Portsmouth,804,360,444,Jobcentre Plus,7
2024-06-01,South East,Reading,466,142,324,Health Services,8
2024-06-01,South East,Southampton,553,197,356,Jobcentre Plus,5
2024-06-01,South West,Bristol,617,236,381,School/College,5
2024-06-01,South West,Plymouth,497,220,277,Jobcentre Plus,4
2024-06-01,South West,Exeter,366,146,220,School/College,4
2024-06-01,South West,Gloucester,615,268,347,Jobcentre Plus,6
2024-06-01,Wales,Cardiff,924,404,520,Jobcentre Plus,2
2024-06-01,Wales,Swansea,983,359,624,Jobcentre Plus,3
2024-06-01,Wales,Newport,537,208,329,Jobcentre Plus,2
2024-06-01,Wales,Wrexham,1078,325,753,Jobcentre Plus,2
2024-06-01,Scotland,Glasgow,506,174,332,Jobcentre Plus,2
2024-06-01,Scotland,Edinburgh,375,118,257,Jobcentre Plus,5
2024-06-01,Scotland,Aberdeen,469,159,310,Jobcentre Plus,2
2024-06-01,Scotland,Dundee,1161,361,800,School/College,3
2024-07-01,North East,Newcastle,1678,746,932,School/College,2
2024-07-01,North East,Sunderland,802,283,519,Jobcentre Plus,1
2024-07-01,North East,Middlesbrough,1387,596,791,,2
2024-07-01,North East,Durham,1975,766,1209,Jobcentre Plus,3
2024-07-01,North West,Manchester,598,230,368,Housing Services,3
2024-07-01,North West,Liverpool,816,254,562,School/College,4
2024-07-01,North West,Preston,1561,656,905,School/College,4
2024-07-01,North West,Blackpool,1147,438,709,Health Services,1
2024-07-01,Yorkshire,Leeds,473,192,281,Jobcentre Plus,5
2024-07-01,Yorkshire,Sheffield,852,360,492,Jobcentre Plus,3
2024-07-01,Yorkshire,Bradford,644,229,415,Health Services,4
2024-07-01,Yorkshire,Hull,410,143,267,Jobcentre Plus,5
2024-07-01,West Midlands,Birmingham,769,282,487,Jobcentre Plus,2
2024-07-01,West Midlands,Coventry,1589,675,914,Jobcentre Plus,3
2024-07-01,West Midlands,Wolverhampton,1283,398,885,Social Services,5
2024-07-01,West Midlands,Stoke,1250,468,782,Jobcentre Plus,3
2024-07-01,East Midlands,Nottingham,1000,362,638,Jobcentre Plus,5
2024-07-01,East Midlands,Leicester,1235,554,681,,6
2024-07-01,East Midlands,Derby,1084,410,674,Social Services,5
2024-07-01,East Midlands,Lincoln,432,164,268,Social Services,4
2024-07-01,East,Norwich,511,178,333,Housing Services,7
2024-07-01,East,Peterborough,298,111,187,Health Services,6
2024-07-01,East,Ipswich,697,253,444,Social Services,7
2024-07-01,East,Cambridge,892,389,503,Social Services,6
2024-07-01,London,Tower Hamlets,1049,345,704,Social Services,3
2024-07-01,London,Newham,1380,482,898,Jobcentre Plus,3
2024-07-01,London,Hackney,611,262,349,Social Services,3
2024-07-01,London,Lambeth,1196,505,691,Jobcentre Plus,6
2024-07-01,South East,Brighton,348,112,236,School/College,5
2024-07-01,South East,Portsmouth,874,391,483,Jobcentre Plus,7
2024-07-01,South East,Reading,822,260,562,Jobcentre Plus,6
2024-07-01,South East,Southampton,1024,352,672,Jobcentre Plus,7
2024-07-01,South West,Bristol,985,313,672,School/College,7
2024-07-01,South West,Plymouth,851,292,559,Jobcentre Plus,4
2024-07-01,South West,Exeter,336,131,205,Jobcentre Plus,4
2024-07-01,South West,Gloucester,281,85,196,Jobcentre Plus,7
2024-07-01,Wales,Cardiff,866,323,543,Social Services,3
2024-07-01,Wales,Swansea,1094,447,647,Health Services,4
2024-07-01,Wales,Newport,1170,516,654,Housing Services,3
2024-07-01,Wales,Wrexham,1179,504,675,Social Services,2
2024-07-01,Scotland,Glasgow,1476,524,952,Jobcentre Plus,5
2024-07-01,Scotland,Edinburgh,488,165,323,Social Services,3
2024-07-01,Scotland,Aberdeen,994,374,620,Jobcentre Plus,2
2024-07-01,Scotland,Dundee,645,211,434,Social Services,5
2024-08-01,North East,Newcastle,1373,440,933,Jobcentre Plus,3
2024-08-01,North East,Sunderland,1212,439,773,Jobcentre Plus,3
2024-08-01,North East,Middlesbrough,1872,698,1174,Health Services,1
2024-08-01,North East,Durham,850,257,593,Jobcentre Plus,3
2024-08-01,North West,Manchester,1570,629,941,Jobcentre Plus,3
2024-08-01,North West,Liverpool,1164,356,808,Jobcentre Plus,3
2024-08-01,North West,Preston,1368,436,932,Jobcentre Plus,1
2024-08-01,North West,Blackpool,707,283,424,Health Services,4
2024-08-01,Yorkshire,Leeds,1353,604,749,,2
2024-08-01,Yorkshire,Sheffield,774,320,454,Jobcentre Plus,3
2024-08-01,Yorkshire,Bradford,967,429,538,Jobcentre Plus,2
2024-08-01,Yorkshire,Hull,900,368,532,Jobcentre Plus,2
2024-08-01,West Midlands,Birmingham,1334,547,787,Social Services,5
2024-08-01,West Midlands,Coventry,1532,621,911,Jobcentre Plus,4
2024-08-01,West Midlands,Wolverhampton,1704,523,1181,Jobcentre Plus,4
2024-08-01,West Midlands,Stoke,503,172,331,Health Services,5
2024-08-01,East Midlands,Nottingham,989,350,639,Health Services,5
2024-08-01,East Midlands,Leicester,1047,381,666,School/College,5
2024-08-01,East Midlands,Derby,809,295,514,Other Agency,4
2024-08-01,East Midlands,Lincoln,1236,543,693,Jobcentre Plus,6
2024-08-01,East,Norwich,851,337,514,Jobcentre Plus,8
2024-08-01,East,Peterborough,471,199,272,Jobcentre Plus,6
2024-08-01,East,Ipswich,360,149,211,Jobcentre Plus,8
2024-08-01,East,Cambridge,930,370,560,School/College,6
2024-08-01,London,Tower Hamlets,433,142,291,Health Services,3
2024-08-01,London,Newham,792,259,533,Health Services,6
2024-08-01,London,Hackney,981,369,612,School/College,6
2024-08-01,London,Lambeth,553,214,339,Self Referral,3
2024-08-01,South East,Brighton,860,274,586,Social Services,5
2024-08-01,South East,Portsmouth,600,229,371,Social Services,6
2024-08-01,South East,Reading,686,306,380,Social Services,5
2024-08-01,South East,Southampton,302,117,185,Other Agency,7
2024-08-01,South West,Bristol,953,402,551,Jobcentre Plus,4
2024-08-01,South West,Plymouth,800,319,481,Social Services,4
2024-08-01,South West,Exeter,549,193,356,Health Services,6
2024-08-01,South West,Gloucester,696,297,399,Jobcentre Plus,4
2024-08-01,Wales,Cardiff,1229,372,857,,4
2024-08-01,Wales,Swansea,1555,678,877,Health Services,2
2024-08-01,Wales,Newport,427,152,275,Jobcentre Plus,3
2024-08-01,Wales,Wrexham,1012,339,673,School/College,4
2024-08-01,Scotland,Glasgow,656,246,410,Health Services,4
2024-08-01,Scotland,Edinburgh,401,167,234,Housing Services,3
2024-08-01,Scotland,Aberdeen,1395,609,786,Other Agency,4
2024-08-01,Scotland,Dundee,866,355,511,School/College,4
2024-09-01,North East,Newcastle,676,236,440,Jobcentre Plus,4
2024-09-01,North East,Sunderland,875,352,523,Jobcentre Plus,3
2024-09-01,North East,Middlesbrough,1351,578,773,Self Referral,4
2024-09-01,North East,Durham,425,143,282,Other Agency,4
2024-09-01,North West,Manchester,387,117,270,Citizens Advice,4
2024-09-01,North West,Liverpool,417,148,269,Housing Services,1
2024-09-01,North West,Preston,412,150,262,Jobcentre Plus,4
2024-09-01,North West,Blackpool,1150,501,649,Health Services,2
2024-09-01,Yorkshire,Leeds,391,135,256,Citizens Advice,2
2024-09-01,Yorkshire,Sheffield,497,204,293,School/College,2
2024-09-01,Yorkshire,Bradford,571,227,344,Jobcentre Plus,4
2024-09-01,Yorkshire,Hull,411,178,233,Jobcentre Plus,3
2024-09-01,West Midlands,Birmingham,706,279,427,Self Referral,2
2024-09-01,West Midlands,Coventry,772,307,465,Housing Services,5
2024-09-01,West Midlands,Wolverhampton,625,242,383,School/College,3
2024-09-01,West Midlands,Stoke,840,256,584,,2
2024-09-01,East Midlands,Nottingham,323,124,199,Self Referral,3
2024-09-01,East Midlands,Leicester,764,337,427,Health Services,6
2024-09-01,East Midlands,Derby,393,144,249,Self Referral,4
2024-09-01,East Midlands,Lincoln,674,241,433,Citizens Advice,4
2024-09-01,East,Norwich,652,265,387,Citizens Advice,7
2024-09-01,East,Peterborough,774,345,429,Social Services,8
2024-09-01,East,Ipswich,575,177,398,Housing Services,8
2024-09-01,East,Cambridge,974,299,675,Self Referral,7
2024-09-01,London,Tower Hamlets,957,366,591,Citizens Advice,5
2024-09-01,London,Newham,996,408,588,School/College,6
2024-09-01,London,Hackney,649,236,413,,4
2024-09-01,London,Lambeth,1139,388,751,Self Referral,3
2024-09-01,South East,Brighton,437,192,245,Social Services,5
2024-09-01,South East,Portsmouth,398,174,224,School/College,6
2024-09-01,South East,Reading,418,156,262,School/College,6
2024-09-01,South East,Southampton,406,134,272,Jobcentre Plus,7
2024-09-01,South West,Bristol,289,108,181,Jobcentre Plus,6
2024-09-01,South West,Plymouth,1021,339,682,School/College,5
2024-09-01,South West,Exeter,809,355,454,Jobcentre Plus,4
2024-09-01,South West,Gloucester,755,255,500,Social Services,5
2024-09-01,Wales,Cardiff,1022,406,616,Jobcentre Plus,4
2024-09-01,Wales,Swansea,545,208,337,School/College,5
2024-09-01,Wales,Newport,809,260,549,Jobcentre Plus,4
2024-09-01,Wales,Wrexham,422,150,272,Social Services,3
2024-09-01,Scotland,Glasgow,1198,468,730,Jobcentre Plus,3
2024-09-01,Scotland,Edinburgh,1169,522,647,Social Services,2
2024-09-01,Scotland,Aberdeen,318,112,206,Jobcentre Plus,3
2024-09-01,Scotland,Dundee,1020,398,622,Jobcentre Plus,5
2024-10-01,North East,Newcastle,610,265,345,Health Services,4
2024-10-01,North East,Sunderland,924,297,627,Jobcentre Plus,1
2024-10-01,North East,Middlesbrough,608,259,349,Citizens Advice,2
2024-10-01,North East,Durham,601,189,412,Other Agency,3
2024-10-01,North West,Manchester,1142,511,631,Jobcentre Plus,2
2024-10-01,North West,Liverpool,1322,448,874,School/College,1
2024-10-01,North West,Preston,993,359,634,Social Services,2
2024-10-01,North West,Blackpool,647,290,357,Social Services,4
2024-10-01,Yorkshire,Leeds,1208,481,727,Jobcentre Plus,2
2024-10-01,Yorkshire,Sheffield,676,222,454,Social Services,5
2024-10-01,Yorkshire,Bradford,1051,361,690,Jobcentre Plus,3
2024-10-01,Yorkshire,Hull,1363,605,758,Social Services,3
2024-10-01,West Midlands,Birmingham,554,235,319,Health Services,2
2024-10-01,West Midlands,Coventry,411,174,237,Jobcentre Plus,4
2024-10-01,West Midlands,Wolverhampton,1428,480,948,Social Services,5
2024-10-01,West Midlands,Stoke,392,164,228,Jobcentre Plus,5
2024-10-01,East Midlands,Nottingham,394,152,242,Health Services,4
2024-10-01,East Midlands,Leicester,416,178,238,School/College,6
2024-10-01,East Midlands,Derby,825,363,462,,6
2024-10-01,East Midlands,Lincoln,636,260,376,Self Referral,6
2024-10-01,East,Norwich,260,80,180,School/College,8
2024-10-01,East,Peterborough,609,265,344,School/College,6
2024-10-01,East,Ipswich,324,126,198,Self Referral,6
2024-10-01,East,Cambridge,915,405,510,Other Agency,8
2024-10-01,London,Tower Hamlets,661,225,436,,6
2024-10-01,London,Newham,1060,476,584,Self Referral,4
2024-10-01,London,Hackney,351,141,210,School/College,6
2024-10-01,London,Lambeth,698,274,424,Jobcentre Plus,3
2024-10-01,South East,Brighton,671,270,401,Health Services,6
2024-10-01,South East,Portsmouth,635,203,432,Other Agency,6
2024-10-01,South East,Reading,445,146,299,Jobcentre Plus,7
2024-10-01,South East,Southampton,819,296,523,Social Services,8
2024-10-01,South West,Bristol,856,362,494,Health Services,7
2024-10-01,South West,Plymouth,531,168,363,School/College,5
2024-10-01,South West,Exeter,413,124,289,Jobcentre Plus,7
2024-10-01,South West,Gloucester,979,375,604,School/College,4
2024-10-01,Wales,Cardiff,828,347,481,Citizens Advice,5
2024-10-01,Wales,Swansea,487,181,306,School/College,4
2024-10-01,Wales,Newport,582,189,393,Housing Services,2
2024-10-01,Wales,Wrexham,407,165,242,Jobcentre Plus,4
2024-10-01,Scotland,Glasgow,476,179,297,Jobcentre Plus,3
2024-10-01,Scotland,Edinburgh,730,222,508,School/College,3
2024-10-01,Scotland,Aberdeen,1076,333,743,Self Referral,5
2024-10-01,Scotland,Dundee,1114,483,631,Jobcentre Plus,2
2024-11-01,North East,Newcastle,1472,459,1013,School/College,4
2024-11-01,North East,Sunderland,1328,442,886,School/College,4
2024-11-01,North East,Middlesbrough,1514,547,967,Jobcentre Plus,4
2024-11-01,North East,Durham,566,241,325,Jobcentre Plus,4
2024-11-01,North West,Manchester,1208,506,702,Social Services,1
2024-11-01,North West,Liverpool,1288,548,740,Health Services,2
2024-11-01,North West,Preston,889,357,532,Housing Services,2
2024-11-01,North West,Blackpool,480,176,304,School/College,1
2024-11-01,Yorkshire,Leeds,632,256,376,Jobcentre Plus,5
2024-11-01,Yorkshire,Sheffield,364,147,217,School/College,5
2024-11-01,Yorkshire,Bradford,740,286,454,Housing Services,5
2024-11-01,Yorkshire,Hull,800,298,502,School/College,3
2024-11-01,West Midlands,Birmingham,453,203,250,Health Services,5
2024-11-01,West Midlands,Coventry,732,320,412,Housing Services,5
2024-11-01,West Midlands,Wolverhampton,460,160,300,Jobcentre Plus,4
2024-11-01,West Midlands,Stoke,1070,383,687,Jobcentre Plus,3
2024-11-01,East Midlands,Nottingham,982,322,660,Housing Services,6
2024-11-01,East Midlands,Leicester,495,195,300,Jobcentre Plus,3
2024-11-01,East Midlands,Derby,734,287,447,Housing Services,4
2024-11-01,East Midlands,Lincoln,918,330,588,Citizens Advice,6
2024-11-01,East,Norwich,745,223,522,Jobcentre Plus,5
2024-11-01,East,Peterborough,827,305,522,Housing Services,5
2024-11-01,East,Ipswich,935,401,534,Health Services,7
2024-11-01,East,Cambridge,534,181,353,Citizens Advice,6
2024-11-01,London,Tower Hamlets,1067,398,669,School/College,4
2024-11-01,London,Newham,589,239,350,Housing Services,6
2024-11-01,London,Hackney,493,193,300,Jobcentre Plus,5
2024-11-01,London,Lambeth,363,157,206,School/College,6
2024-11-01,South East,Brighton,225,76,149,Self Referral,7
2024-11-01,South East,Portsmouth,704,295,409,Jobcentre Plus,5
2024-11-01,South East,Reading,475,192,283,Jobcentre Plus,7
2024-11-01,South East,Southampton,375,168,207,Social Services,6
2024-11-01,South West,Bristol,697,242,455,Social Services,7
2024-11-01,South West,Plymouth,328,129,199,Social Services,7
2024-11-01,South West,Exeter,310,109,201,School/College,4
2024-11-01,South West,Gloucester,505,193,312,School/College,7
2024-11-01,Wales,Cardiff,480,157,323,Self Referral,4
2024-11-01,Wales,Swansea,563,239,324,Jobcentre Plus,4
2024-11-01,Wales,Newport,1197,467,730,Housing Services,2
2024-11-01,Wales,Wrexham,477,149,328,Health Services,4
2024-11-01,Scotland,Glasgow,759,291,468,Jobcentre Plus,2
2024-11-01,Scotland,Edinburgh,1320,482,838,Jobcentre Plus,3
2024-11-01,Scotland,Aberdeen,1020,420,600,Social Services,3
2024-11-01,Scotland,Dundee,614,205,409,Social Services,3
2024-12-01,North East,Newcastle,2447,1082,1365,Health Services,2
2024-12-01,North East,Sunderland,1161,495,666,Jobcentre Plus,3
2024-12-01,North East,Middlesbrough,742,261,481,Jobcentre Plus,3
2024-12-01,North East,Durham,1867,782,1085,Health Services,1
2024-12-01,North West,Manchester,1156,462,694,Health Services,2
2024-12-01,North West,Liverpool,1973,799,1174,Housing Services,3
2024-12-01,North West,Preston,1452,472,980,Social Services,3
2024-12-01,North West,Blackpool,1434,489,945,Health Services,2
2024-12-01,Yorkshire,Leeds,698,212,486,Social Services,2
2024-12-01,Yorkshire,Sheffield,1066,350,716,Self Referral,4
2024-12-01,Yorkshire,Bradford,1506,635,871,Jobcentre Plus,3
2024-12-01,Yorkshire,Hull,752,331,421,Jobcentre Plus,2
2024-12-01,West Midlands,Birmingham,678,281,397,Social Services,3
2024-12-01,West Midlands,Coventry,643,288,355,School/College,3
2024-12-01,West Midlands,Wolverhampton,1040,408,632,Self Referral,2
2024-12-01,West Midlands,Stoke,1081,349,732,Housing Services,3
2024-12-01,East Midlands,Nottingham,698,255,443,Jobcentre Plus,3
2024-12-01,East Midlands,Leicester,508,171,337,School/College,5
2024-12-01,East Midlands,Derby,862,264,598,Citizens Advice,6
2024-12-01,East Midlands,Lincoln,1276,523,753,Jobcentre Plus,5
2024-12-01,East,Norwich,428,137,291,Social Services,6
2024-12-01,East,Peterborough,668,290,378,Jobcentre Plus,7
2024-12-01,East,Ipswich,1241,455,786,School/College,5
2024-12-01,East,Cambridge,447,178,269,Jobcentre Plus,6
2024-12-01,London,Tower Hamlets,824,256,568,Jobcentre Plus,4
2024-12-01,London,Newham,1326,440,886,Jobcentre Plus,3
2024-12-01,London,Hackney,1147,504,643,Self Referral,5
2024-12-01,London,Lambeth,1044,426,618,Social Services,3
2024-12-01,South East,Brighton,956,326,630,Housing Services,6
2024-12-01,South East,Portsmouth,629,260,369,Jobcentre Plus,7
2024-12-01,South East,Reading,565,189,376,Jobcentre Plus,7
2024-12-01,South East,Southampton,1007,451,556,Jobcentre Plus,6
2024-12-01,South West,Bristol,1179,393,786,School/College,5
2024-12-01,South West,Plymouth,1252,413,839,School/College,7
2024-12-01,South West,Exeter,852,283,569,Citizens Advice,7
2024-12-01,South West,Gloucester,727,325,402,Other Agency,6
2024-12-01,Wales,Cardiff,513,155,358,Citizens Advice,2
2024-12-01,Wales,Swansea,634,240,394,Social Services,5
2024-12-01,Wales,Newport,1338,530,808,Social Services,3
2024-12-01,Wales,Wrexham,1854,662,1192,Jobcentre Plus,5
2024-12-01,Scotland,Glasgow,951,349,602,Health Services,2
2024-12-01,Scotland,Edinburgh,824,343,481,Health Services,2
2024-12-01,Scotland,Aberdeen,1675,663,1012,,2
2024-12-01,Scotland,Dundee,1023,339,684,Housing Services,2
